"Polling_firm","PollDate","LPC","CPC","NDP","BQ","GPC","SampleSize","LPC_moe","CPC_moe","NDP_moe","BQ_moe","GPC_moe","NumDays","pollster_id"
"Forum Research",2015-11-17,0.45,0.37,0.1,0.04,0.03,909,0.0165008250618802,0.0160136080745208,0.00995037190209989,0.0064995557096191,0.00565802097204774,30,7
"Forum Research",2015-11-07,0.55,0.25,0.12,0.04,0.03,1256,0.0140375973773074,0.0122181602334576,0.00916932021040923,0.0055293081310091,0.00481339690955537,20,7
"Nanos Research",2019-10-20,0.317,0.325,0.208,0.072,0.06,800,0.0164511017868105,0.0165595516243647,0.0143499128917217,0.00913892772703669,0.00839642781187333,1463,13
"Mainstreet Research",2019-10-20,0.316,0.322,0.183,0.079,0.061,2032,0.0103135870937399,0.0103652774385422,0.00857777640367806,0.00598386116885987,0.00530928283781986,1463,12
"Research Co.",2019-10-20,0.32,0.31,0.19,0.07,0.08,957,0.0150790324782683,0.0149502833346674,0.0126812872777941,0.00824773171059207,0.00876966367912317,1463,15
"EKOS",2019-10-20,0.342,0.3,0.183,0.05,0.081,1994,0.0106233972771956,0.0102623558622536,0.0086591247435276,0.00488072375710606,0.0061099504485266,1463,5
"Campaign Research",2019-10-20,0.314,0.313,0.178,0.066,0.091,1498,0.0119914299615752,0.0119810431039404,0.009883027487048,0.00641489421765979,0.00743099092774472,1463,3
"Ipsos",2019-10-19,0.31,0.33,0.18,0.07,0.06,3108,0.00829592633901687,0.00843439364382504,0.00689132407381539,0.00457667411402057,0.00425989649483625,1462,10
"Abacus Data",2019-10-19,0.34,0.32,0.16,0.08,0.08,2000,0.0105924501414923,0.0104307238483242,0.00819756061276768,0.00606630035524124,0.00606630035524124,1462,1
"Nanos Research",2019-10-19,0.31,0.315,0.188,0.07,0.095,1600,0.0115623310798472,0.0116128969254015,0.00976780425684299,0.00637867541108654,0.00733037345569787,1462,13
"Campaign Research",2019-10-19,0.317,0.314,0.174,0.066,0.091,1554,0.0118035997824803,0.0117733857752395,0.00961698947106039,0.00629825004806523,0.00729587073142951,1462,3
"Forum Research",2019-10-18,0.317,0.299,0.175,0.09,0.083,1206,0.0133988130956244,0.0131832032938848,0.0109413861255445,0.00824077956028397,0.00794419800380849,1461,7
"Leger",2019-10-18,0.33,0.33,0.18,0.08,0.06,2117,0.0102196010504623,0.0102196010504623,0.00834992836686015,0.00589628514868119,0.00516153792814275,1461,11
"Mainstreet Research",2019-10-18,0.328,0.319,0.183,0.072,0.055,2134,0.010163056754082,0.0100895475157296,0.00837026804030443,0.005595553194961,0.00493514641151534,1461,12
"Nanos Research",2019-10-18,0.326,0.303,0.184,0.071,0.093,1200,0.013531568029365,0.0132662164915246,0.0111857051632876,0.00741389461304471,0.0083840622612192,1461,13
"Campaign Research",2019-10-18,0.31,0.31,0.18,0.07,0.09,1987,0.0103754384582438,0.0103754384582438,0.00861874923929943,0.00572389371276474,0.00642011810303909,1461,3
"Innovative Research",2019-10-17,0.33,0.31,0.14,0.09,0.08,1964,0.0106102014469763,0.0104360139404553,0.00782965275869832,0.00645760102499089,0.00612164534676156,1460,8
"Innovative Research",2019-10-17,0.34,0.3,0.19,0.06,0.08,3094,0.0085163062725264,0.00823852554571635,0.00705276080946693,0.00426952339184784,0.00487729194627031,1460,8
"EKOS",2019-10-17,0.31,0.325,0.176,0.055,0.079,1881,0.0106637755252514,0.0107993886057671,0.00878062726715343,0.00525657483037847,0.00621940678309855,1460,5
"Mainstreet Research",2019-10-17,0.321,0.319,0.188,0.076,0.058,2163,0.0100382762609555,0.0100216824574908,0.0084009554087577,0.00569789605183139,0.00502586927776938,1460,12
"Nanos Research",2019-10-17,0.315,0.316,0.19,0.062,0.095,1200,0.0134094183319039,0.0134208792558461,0.0113247516529061,0.00696156112760158,0.00846438617581531,1460,13
"DART/Maru",2019-10-16,0.29,0.33,0.21,0.08,0.07,1518,0.0116464157010849,0.0120686442450278,0.0104541158186337,0.00696310623822791,0.00654869265533749,1459,4
"Forum Research",2019-10-16,0.3,0.29,0.2,0.07,0.08,1028,0.0142926609013865,0.0141524495686709,0.0124756572310361,0.0079578168016754,0.00846140240972497,1459,7
"Mainstreet Research",2019-10-16,0.319,0.309,0.186,0.076,0.07,2128,0.0101037614896929,0.0100168795510303,0.00843495680134768,0.00574456264653803,0.0055310130413115,1459,12
"Nanos Research",2019-10-16,0.315,0.325,0.189,0.06,0.092,1200,0.0134094183319039,0.01352081728299,0.0113018803745218,0.00685565460040104,0.00834346051308049,1459,13
"Mainstreet Research",2019-10-15,0.309,0.306,0.183,0.079,0.077,2070,0.0101562431716811,0.0101287365622681,0.00849867849914821,0.00592868243055056,0.0058595065001347,1458,12
"Nanos Research",2019-10-15,0.319,0.325,0.188,0.059,0.094,1200,0.0134548318458463,0.01352081728299,0.0112788888341597,0.00680189924457378,0.00842436941260294,1458,13
"Angus Reid",2019-10-15,0.29,0.33,0.19,0.08,0.08,2100,0.00990189976962093,0.0102608827244889,0.00856070758090208,0.00592010295920764,0.00592010295920764,1458,2
"EKOS",2019-10-15,0.312,0.318,0.184,0.064,0.068,1904,0.0106178856557376,0.0106726501950019,0.00888015443881146,0.00560911622931363,0.00576937728751676,1458,5
"Mainstreet Research",2019-10-14,0.307,0.311,0.172,0.081,0.085,2076,0.0101233005424532,0.0101595888057219,0.008282581485827,0.00598806616665055,0.00612077387528488,1457,12
"Ipsos",2019-10-13,0.3,0.32,0.2,0.07,0.08,2204,0.00976121440780109,0.0099362760920343,0.0085202864568461,0.00543481417176978,0.00577873943010835,1456,10
"Mainstreet Research",2019-10-13,0.307,0.323,0.166,0.078,0.083,2150,0.00994756017767031,0.0100850107516286,0.0080244973761311,0.0057835371811359,0.00594982899891073,1456,12
"Nanos Research",2019-10-13,0.323,0.321,0.192,0.059,0.093,1200,0.013499104908598,0.0134771102243767,0.0113701363228415,0.00680189924457378,0.0083840622612192,1456,13
"Nanos Research",2019-10-12,0.315,0.323,0.197,0.062,0.09,1200,0.0134094183319039,0.013499104908598,0.0114815431599299,0.00696156112760158,0.00826135582092915,1455,13
"Nanos Research",2019-10-11,0.332,0.321,0.181,0.059,0.089,1200,0.0135946067737663,0.0134771102243767,0.0111145175333885,0.00680189924457378,0.00821984387524078,1454,13
"Abacus Data",2019-10-10,0.32,0.32,0.18,0.06,0.09,3000,0.00851665035875803,0.00851665035875803,0.00701427116670007,0.00433589667773576,0.00522494019104525,1453,1
"Campaign Research",2019-10-10,0.29,0.31,0.19,0.07,0.1,4037,0.00714165388499257,0.00727907204042046,0.00617433138850841,0.00401569869597361,0.00472162922218234,1453,3
"Mainstreet Research",2019-10-10,0.289,0.317,0.166,0.076,0.094,2274,0.00950579603775221,0.00975763913802581,0.00780264483946086,0.00555709154961165,0.00611973752174816,1453,12
"Nanos Research",2019-10-10,0.354,0.332,0.153,0.053,0.088,1200,0.0138047093413806,0.0135946067737663,0.0103919439952302,0.00646728948890749,0.00817801932010435,1453,13
"Innovative Research",2019-10-10,0.35,0.31,0.15,0.06,0.1,2394,0.00974829419776003,0.00945242672160532,0.00729781784942653,0.00485375084270997,0.00613139339484966,1453,8
"Angus Reid",2019-10-10,0.29,0.34,0.17,0.07,0.09,3031,0.00824204924661153,0.00860435773061825,0.00682292407788745,0.00463444279781177,0.00519815209660121,1453,2
"EKOS",2019-10-10,0.305,0.317,0.131,0.054,0.128,1947,0.0104342045480521,0.0105452530841674,0.00764649766583841,0.00512223468181547,0.00757147079536969,1453,5
"DART/Maru",2019-10-09,0.28,0.33,0.2,0.09,0.07,1510,0.011554649876774,0.0121005719310949,0.0102937002530996,0.00736467314930041,0.00656601726935415,1452,4
"Mainstreet Research",2019-10-09,0.302,0.322,0.151,0.072,0.098,2309,0.00955474753825058,0.00972368354351353,0.00745127088837092,0.00537933102272552,0.00618734510897994,1452,12
"Nanos Research",2019-10-09,0.369,0.332,0.141,0.051,0.082,1200,0.0139295549103336,0.0135946067737663,0.0100465168093225,0.00635078735276186,0.00792022726946645,1452,13
"Leger",2019-10-08,0.31,0.31,0.18,0.07,0.11,2150,0.00997438580028982,0.00997438580028982,0.00828559972426243,0.00550264207153635,0.00674795403962788,1451,11
"Forum Research",2019-10-08,0.28,0.35,0.13,0.07,0.12,1013,0.0141071908319412,0.0149860086112594,0.0105663886265883,0.00801651799166946,0.0102100351308963,1451,7
"Mainstreet Research",2019-10-08,0.317,0.32,0.143,0.061,0.103,2445,0.0094102367790199,0.00943387274719269,0.00707976753745899,0.00484014399217943,0.00614717252575114,1451,12
"Nanos Research",2019-10-08,0.356,0.348,0.134,0.052,0.091,1200,0.013822204358688,0.0137506363489113,0.00983378530034764,0.00640936814358483,0.00830255984621611,1451,13
"Mainstreet Research",2019-10-07,0.326,0.331,0.132,0.065,0.101,2108,0.0102094758231968,0.0102492421157308,0.00737244472183214,0.00536941758119913,0.00656304269464741,1450,12
"Nanos Research",2019-10-07,0.346,0.348,0.135,0.051,0.098,1200,0.0137320792307647,0.0137506363489113,0.00986470982847443,0.00635078735276186,0.00858273460694978,1450,13
"Ipsos",2019-10-07,0.35,0.34,0.15,0.07,0.07,1502,0.012307100134274,0.0122229619542382,0.009213404233863,0.00658348011207992,0.00658348011207992,1450,10
"Innovative Research",2019-10-07,0.35,0.33,0.13,0.05,0.1,2835,0.00895806416477617,0.00883116175762951,0.00631618396614442,0.00409326887562782,0.00563436169819011,1450,8
"Mainstreet Research",2019-10-06,0.331,0.333,0.133,0.063,0.097,2108,0.0102492421157308,0.0102647820008813,0.00739605387373739,0.00529181638788724,0.00644606141608084,1449,12
"Nanos Research",2019-10-06,0.343,0.334,0.15,0.051,0.096,1200,0.0137037403653163,0.0136150651853012,0.0103077640640442,0.00635078735276186,0.00850411665018772,1449,13
"Abacus Data",2019-10-05,0.35,0.33,0.16,0.05,0.08,1556,0.0120916593659051,0.0119203655850496,0.00929383243537137,0.00552512373507759,0.00687755561287775,1448,1
"Nanos Research",2019-10-05,0.367,0.327,0.15,0.049,0.08,1200,0.01391375218983,0.0135422487054403,0.0103077640640442,0.0062315728351677,0.00783156008298049,1448,13
"Nanos Research",2019-10-04,0.362,0.326,0.156,0.058,0.074,1200,0.0138731154876377,0.013531568029365,0.0104747315001388,0.00674759216313494,0.00755667475370836,1447,13
"Mainstreet Research",2019-10-03,0.343,0.348,0.114,0.058,0.091,2207,0.0101048199187962,0.0101393999280863,0.00676500497057657,0.00497551776933313,0.00612211482956722,1446,12
"Nanos Research",2019-10-03,0.363,0.343,0.138,0.059,0.082,1200,0.0138813724105364,0.0137037403653163,0.00995640497368403,0.00680189924457378,0.00792022726946645,1446,13
"Campaign Research",2019-10-02,0.32,0.34,0.14,0.05,0.11,4755,0.00676478790616175,0.00686967459360937,0.00503196930006567,0.00316061461631938,0.00453749422457651,1445,3
"Mainstreet Research",2019-10-02,0.334,0.364,0.119,0.057,0.09,2234,0.00997858046213945,0.0101797629568939,0.00685046182499811,0.00490514319082235,0.00605480786639966,1445,12
"Nanos Research",2019-10-02,0.329,0.352,0.149,0.055,0.099,1200,0.013563400507739,0.0137869503516913,0.0102793887626324,0.00658122329054409,0.0086216297763242,1445,13
"Forum Research",2019-10-01,0.34,0.31,0.12,0.06,0.12,1853,0.0110045861999074,0.0107440416349247,0.0075490838534516,0.00551698549753689,0.0075490838534516,1444,7
"Mainstreet Research",2019-10-01,0.335,0.36,0.116,0.053,0.1,2259,0.00993059134860453,0.0100991104495649,0.00673747259462019,0.00471362261519494,0.00631194403097803,1444,12
"Nanos Research",2019-10-01,0.342,0.339,0.152,0.045,0.102,1200,0.0136941593389299,0.013665010062199,0.0103640403961647,0.00598435460179291,0.00873670418407308,1444,13
"Mainstreet Research",2019-09-30,0.333,0.361,0.116,0.053,0.1,2183,0.0100869104641542,0.0102796224025221,0.00685375000590047,0.00479497178994108,0.00642087753709043,1443,12
"Nanos Research",2019-09-30,0.322,0.345,0.143,0.044,0.111,1200,0.0134881429411168,0.0137227001716135,0.0101057326965111,0.00592058555662642,0.00906821371605235,1443,13
"Leger",2019-09-30,0.34,0.34,0.14,0.05,0.11,1558,0.0120012836283933,0.0120012836283933,0.00879082261562061,0.00552157630374233,0.00792697738579895,1443,11
"Angus Reid",2019-09-30,0.3,0.37,0.14,0.07,0.08,1522,0.0117463333390449,0.0123755300925768,0.00889418005755389,0.00654008161590564,0.00695395027603191,1443,2
"Ipsos",2019-09-30,0.34,0.37,0.15,0.05,0.07,1489,0.0122762034544837,0.0125119150734237,0.00925353652467888,0.00564806200678649,0.00661215682393714,1443,10
"Mainstreet Research",2019-09-29,0.344,0.341,0.109,0.056,0.105,2140,0.0102689077943917,0.0102473839834698,0.00673666907903111,0.00497019151927949,0.00662673006858354,1442,12
"Nanos Research",2019-09-29,0.327,0.34,0.132,0.041,0.126,1200,0.0135422487054403,0.0136747943311773,0.00977138680024489,0.00572414476872601,0.00957966596494888,1442,13
"EKOS",2019-09-29,0.334,0.311,0.114,0.03,0.134,1492,0.0122102888096479,0.011984099161296,0.00822782176145897,0.00441633574898028,0.00881915414837281,1442,5
"Mainstreet Research",2019-09-28,0.34,0.337,0.117,0.058,0.101,2270,0.0099425663463042,0.00992107621702226,0.0067462177362203,0.00490598842915068,0.00632452049339439,1441,12
"Nanos Research",2019-09-28,0.325,0.342,0.13,0.046,0.126,1200,0.01352081728299,0.0136941593389299,0.0097082439194738,0.00604731345309634,0.00957966596494888,1441,13
"Nanos Research",2019-09-27,0.326,0.341,0.144,0.038,0.132,1200,0.013531568029365,0.0136845107085834,0.0101350875674559,0.00551935986626469,0.00977138680024489,1440,13
"Research Co.",2019-09-26,0.36,0.33,0.15,0.05,0.09,1000,0.0151789327688082,0.0148694317309035,0.0112915897906362,0.00689202437604511,0.00904986187739901,1439,15
"Mainstreet Research",2019-09-26,0.334,0.356,0.107,0.056,0.097,2436,0.0095559024134804,0.0097012856121617,0.00626295045805615,0.00465844925112288,0.00599640697015506,1439,12
"Nanos Research",2019-09-26,0.344,0.337,0.15,0.044,0.105,1200,0.0137132539294412,0.0136452372643351,0.0103077640640442,0.00592058555662642,0.00884943501021393,1439,13
"Abacus Data",2019-09-26,0.35,0.33,0.15,0.05,0.1,1975,0.0107326545373324,0.0105806127936244,0.00803473472028271,0.00490414446273684,0.00675052740555614,1439,1
"Mainstreet Research",2019-09-25,0.344,0.358,0.107,0.055,0.092,2425,0.00964662218538846,0.00973538555778675,0.00627713901604896,0.00462957770112152,0.00586922780709238,1438,12
"Nanos Research",2019-09-25,0.355,0.336,0.145,0.047,0.095,1200,0.0138134897835413,0.0136352484392475,0.0101642756751281,0.00610948715796452,0.00846438617581531,1438,13
"Innovative Research",2019-09-25,0.35,0.31,0.14,0.05,0.1,2302,0.00994118236748511,0.00963946060187227,0.0072320360747353,0.00454249172848871,0.00625271444095317,1438,8
"Mainstreet Research",2019-09-24,0.352,0.355,0.108,0.052,0.093,2389,0.00977126428323165,0.00979007364976438,0.00635018283998954,0.00454252959660586,0.00594206013887559,1437,12
"Nanos Research",2019-09-24,0.353,0.354,0.127,0.055,0.088,1200,0.0137958629064417,0.0138047093413806,0.00961210174727671,0.00658122329054409,0.00817801932010435,1437,13
"Leger",2019-09-24,0.34,0.33,0.13,0.05,0.11,2153,0.0102091459228359,0.0101338006427396,0.00724785151630573,0.00469704574564125,0.00674325108584044,1437,11
"Innovative Research",2019-09-24,0.35,0.34,0.12,0.05,0.1,2496,0.00954703269782467,0.00948176387355465,0.00650443635587991,0.0043623902528257,0.00600480576769077,1437,8
"Mainstreet Research",2019-09-23,0.344,0.359,0.112,0.048,0.096,2333,0.00983498657825357,0.00993159199236387,0.00652917223029527,0.00442569747203944,0.00609905377271077,1436,12
"Nanos Research",2019-09-23,0.351,0.335,0.129,0.057,0.101,1200,0.0137779715488166,0.0136251911301579,0.00967638878921264,0.00669271992541149,0.00869861100023063,1436,13
"Angus Reid",2019-09-23,0.3,0.35,0.15,0.06,0.11,1523,0.0117424763915303,0.0122219569268912,0.00914966389057933,0.0060854065880669,0.00801754477967889,1436,2
"Ipsos",2019-09-23,0.32,0.36,0.15,0.04,0.11,1500,0.0120443624433453,0.0123935467078637,0.00921954445729289,0.00505964425626941,0.00807877878560037,1436,10
"Mainstreet Research",2019-09-22,0.337,0.358,NA,NA,NA,2168,0.0101517771516022,0.0102962573360008,NA,NA,NA,1435,12
"Nanos Research",2019-09-22,0.331,0.343,0.128,0.058,0.106,1200,0.0135842739960588,0.0137037403653163,0.00964434203734673,0.00674759216313494,0.00888650662521556,1435,13
"EKOS",2019-09-22,0.32,0.353,0.109,0.049,0.103,1272,0.0130793418179179,0.0133997266000458,0.00873792968009812,0.00605263859504796,0.00852258376094152,1435,5
"Abacus Data",2019-09-22,0.32,0.34,0.15,0.04,0.1,1929,0.0106209492018932,0.0107856249012335,0.00812997066520583,0.00446169109226528,0.0068305416037318,1435,1
"Mainstreet Research",2019-09-21,0.339,0.348,0.114,0.049,0.107,2124,0.0102712505358706,0.0103356111941705,0.00689591707580538,0.00468393696976413,0.00670718618468337,1434,12
"Forum Research",2019-09-21,0.33,0.33,0.11,0.06,0.11,2449,0.00950167078213631,0.00950167078213631,0.00632261814473759,0.00479893822474645,0.00632261814473759,1434,7
"Nanos Research",2019-09-21,0.329,0.355,0.14,0.053,0.095,1200,0.013563400507739,0.0138134897835413,0.0100166528008778,0.00646728948890749,0.00846438617581531,1434,13
"DART/Maru",2019-09-20,0.3,0.37,0.15,0.06,0.08,1520,0.0117540586495407,0.0123836692122284,0.00915868871331308,0.00609140896327728,0.00695852373938459,1433,4
"Mainstreet Research",2019-09-20,0.359,0.342,0.109,0.048,0.104,2087,0.0105006217444323,0.0103840022916829,0.00682167266997555,0.00467926744724392,0.00668204582922204,1433,12
"Nanos Research",2019-09-20,0.32,0.368,0.137,0.054,0.09,1200,0.0134660065844828,0.0139216857216838,0.00992601799984935,0.00652456895127946,0.00826135582092915,1433,13
"Mainstreet Research",2019-09-19,0.368,0.342,0.101,0.047,0.098,2087,0.0105565309165849,0.0103840022916829,0.00659597966733687,0.00463269975754994,0.00650811295689487,1432,12
"Nanos Research",2019-09-19,0.342,0.374,0.128,0.035,0.093,1200,0.0136941593389299,0.0139679394805867,0.00964434203734673,0.005305264680799,0.0083840622612192,1432,13
"Mainstreet Research",2019-09-18,0.372,0.344,0.098,0.044,0.101,1935,0.0109878015519819,0.0107991769233688,0.00675889690249092,0.00466245657266528,0.00685014947308579,1431,12
"Nanos Research",2019-09-18,0.35,0.378,0.118,0.04,0.077,1200,0.0137689263682153,0.0139974997767458,0.00931289428695505,0.00565685424949238,0.00769583220537801,1431,13
"Nanos Research",2019-09-17,0.355,0.372,0.136,0.04,0.07,1200,0.0138134897835413,0.0139527775012719,0.00989545350148239,0.00565685424949238,0.00736545993132812,1430,13
"Leger",2019-09-17,0.34,0.33,0.12,0.05,0.11,1598,0.0118501279282079,0.011762671914289,0.00812912069378156,0.00545203226510764,0.00782713741415884,1430,11
"Mainstreet Research",2019-09-16,0.368,0.348,0.097,0.045,0.094,1935,0.0109633167994671,0.0108286155499529,0.00672805073306278,0.00471267464669283,0.00663418443373224,1429,12
"Nanos Research",2019-09-16,0.349,0.359,0.154,0.047,0.065,1200,0.0137598146789846,0.013847954120856,0.0104196928937469,0.00610948715796452,0.00711658860222602,1429,13
"Angus Reid",2019-09-16,0.33,0.36,0.13,0.05,0.09,2154,0.0101314480482465,0.0103423299261257,0.0072461689042073,0.00469595531132693,0.00616622121907434,1429,2
"Mainstreet Research",2019-09-15,0.365,0.35,0.096,0.043,0.099,1935,0.0109444214902893,0.010843018926089,0.00669698532200129,0.004611579628139,0.00678952681846126,1428,12
"Nanos Research",2019-09-15,0.34,0.344,0.164,0.044,0.078,1200,0.0136747943311773,0.0137132539294412,0.0106889350888352,0.00592058555662642,0.00774144689318476,1428,13
"Innovative Research",2019-09-15,0.35,0.32,0.14,0.04,0.11,1622,0.0118430967057085,0.0115825456506097,0.00861564544801026,0.00486564239906822,0.00776901430237965,1428,8
"Nanos Research",2019-09-14,0.352,0.323,0.166,0.038,0.096,1200,0.0137869503516913,0.013499104908598,0.0107410427799167,0.00551935986626469,0.00850411665018772,1427,13
"Ipsos",2019-09-13,0.35,0.35,0.14,0.04,0.09,2562,0.00942325921365056,0.00942325921365056,0.00685525605058817,0.00387147134796662,0.00565395552819034,1426,10
"Nanos Research",2019-09-13,0.354,0.328,0.157,0.036,0.095,1200,0.0138047093413806,0.0135528594768779,0.0105020236145231,0.0053777318638995,0.00846438617581531,1426,13
"DART/Maru",2019-09-11,0.32,0.35,0.15,0.06,0.08,1517,0.0119766857676733,0.0122461030622375,0.00916774029389154,0.00609742913502821,0.00696540088526276,1424,4
"Forum Research",2019-09-11,0.324,0.363,0.086,0.041,0.116,1001,0.0147920652650397,0.0151986841535707,0.00886146006736331,0.00626735353077519,0.0101213417312903,1424,7
